Time_s,Ax_ms2,Ay_ms2,Az_ms2
9.091,1.071,-0.995,9.833
9.102,1.148,-0.842,9.947
9.113,0.077,-0.306,10.024
9.124,0.038,-1.033,10.215
9.135,-0.574,-0.88,10.33
9.146,-0.268,-0.842,10.139
9.157,-0.191,-1.53,10.292
9.168,-0.153,-0.995,10.1
9.179,-0.115,-0.803,9.947
9.19,-0.574,-1.53,10.062
9.201,0.0,-1.492,9.909
9.211,0.038,-1.607,9.871
9.222,0.0,-1.186,9.68
9.233,0.038,-1.148,9.641
9.244,-0.23,-0.995,9.603
9.255,0.191,-0.995,9.335
9.267,0.306,-0.574,9.144
9.278,0.077,-0.88,9.22
9.288,-0.23,-1.798,9.412
9.299,-0.574,-2.372,9.603
9.31,-0.497,-2.563,9.871
9.321,-0.421,-2.334,9.833
9.332,-0.115,-1.836,9.68
9.343,0.077,-1.263,9.412
9.354,0.153,-0.88,9.22
9.365,-0.191,-1.645,9.297
9.376,-0.344,-1.989,9.412
9.387,-0.421,-2.334,9.565
9.398,-0.497,-2.41,9.68
9.409,-0.612,-2.41,9.718
9.42,-0.727,-2.41,9.68
9.431,-0.956,-1.951,9.45
9.442,-0.612,-2.066,9.373
9.453,-1.033,-2.41,9.488
9.464,-0.995,-2.41,9.373
9.475,-0.459,-2.793,8.876
9.486,-1.11,-2.449,9.106
9.497,-0.689,-2.678,9.029
9.508,-1.454,-3.214,9.335
9.519,-1.339,-2.831,9.182
9.529,-1.416,-2.449,9.144
9.54,-1.722,-2.602,9.067
9.551,-1.798,-2.984,9.144
9.562,-2.028,-3.405,9.259
9.573,-1.301,-3.214,9.488
9.584,-2.143,-3.175,8.953
9.595,-2.066,-3.252,9.106
9.606,-2.257,-3.482,9.067
9.617,-2.563,-3.558,9.182
9.628,-2.181,-3.482,9.22
9.639,-2.257,-3.214,8.953
9.65,-2.143,-3.29,8.647
9.661,-2.181,-3.252,8.685
9.672,-2.028,-2.946,8.647
9.683,-2.716,-3.979,9.067
9.694,-2.908,-3.252,8.685
9.705,-4.094,-5.395,9.641
9.717,-3.635,-4.132,9.182
9.729,-3.252,-3.711,8.914
9.74,-3.099,-3.405,8.532
9.751,-2.869,-3.329,8.57
9.762,-3.635,-3.175,8.34
9.772,-3.673,-3.405,8.455
9.783,-3.673,-3.252,8.455
9.794,-3.52,-3.175,8.493
9.806,-3.443,-2.946,8.532
9.816,-3.443,-3.175,8.455
9.827,-3.329,-3.137,8.417
9.838,-3.826,-3.29,8.417
9.849,-3.749,-3.711,8.302
9.86,-4.094,-3.673,8.264
9.871,-3.902,-3.482,8.264
9.882,-3.749,-3.252,8.379
9.893,-3.864,-3.558,8.417
9.904,-4.362,-3.558,8.111
9.916,-3.979,-3.329,8.226
9.927,-4.247,-3.022,7.996
9.938,-3.673,-2.946,8.187
9.949,-3.596,-3.099,8.226
9.96,-3.788,-3.405,8.111
9.971,-3.941,-3.214,8.302
9.982,-4.629,-2.716,8.34
9.993,-3.482,-6.542,7.346
10.004,-4.668,0.077,7.001
10.015,-4.974,-4.132,8.111
10.026,-4.744,-3.252,7.231
10.036,-4.323,-1.913,6.428
10.047,-2.984,-3.482,6.887
10.058,-2.793,-3.482,7.001
10.069,-4.591,-4.591,7.843
10.081,-6.848,-5.28,8.761
10.093,-7.001,-4.132,7.652
10.104,-6.198,-5.012,7.537
10.115,-6.274,-4.782,7.307
10.126,-4.897,-4.782,6.466
10.139,-5.088,-5.241,6.581
10.149,-5.701,-5.241,6.848
10.161,-5.815,-5.433,6.695
10.172,-5.815,-5.548,6.619
10.183,-6.045,-6.007,6.657
10.194,-6.734,-4.476,5.93
10.206,-7.307,-4.17,5.892
10.218,-7.193,-3.788,5.509
10.229,-6.887,-4.132,5.586
10.239,-5.777,-4.362,5.624
10.25,-5.586,-4.897,5.127
10.262,-5.968,-4.629,5.548
10.274,-6.542,-3.864,5.088
10.285,-7.231,-2.41,4.897
10.297,-6.734,-2.946,4.629
10.307,-7.04,-3.214,4.859
10.319,-7.767,-2.716,4.476
10.329,-8.723,-2.946,4.668
10.34,-8.838,-4.362,4.668
10.351,-7.881,-5.433,5.203
10.363,-7.805,-4.094,4.782
