Time_s,Ax_ms2,Ay_ms2,Az_ms2
9.017,0.501,-0.385,9.926
9.029,0.376,-0.534,10.035
9.04,0.486,-0.485,9.81
9.051,0.437,-0.632,10.128
9.062,0.389,-0.663,10.032
9.073,0.49,-0.566,9.978
9.084,1.782,-1.216,10.053
9.095,1.164,-0.938,9.888
9.106,1.155,-0.848,9.904
9.117,0.035,-0.319,10.091
9.128,0.023,-1.036,10.2
9.139,-0.557,-0.924,10.372
9.15,-0.215,-0.864,10.05
9.161,-0.139,-1.432,10.432
9.172,-0.203,-0.94,10.075
9.183,-0.124,-0.775,10.035
9.194,-0.578,-1.477,10.055
9.205,0.002,-1.489,9.875
9.216,0.116,-1.755,9.851
9.227,0.065,-1.172,9.651
9.238,-0.034,-1.261,9.632
9.249,-0.341,-0.978,9.597
9.26,0.177,-0.97,9.322
9.271,0.396,-0.652,9.187
9.282,0.063,-0.88,9.119
9.293,-0.233,-1.834,9.441
9.304,-0.579,-2.316,9.661
9.315,-0.411,-2.515,9.863
9.326,-0.345,-2.247,9.873
9.337,-0.133,-1.861,9.643
9.348,0.123,-1.291,9.466
9.359,0.165,-0.889,9.201
9.37,-0.219,-1.533,9.299
9.381,-0.357,-2.004,9.545
9.392,-0.389,-2.36,9.549
9.403,-0.496,-2.442,9.621
9.415,-0.555,-2.473,9.68
9.426,-0.726,-2.379,9.633
9.437,-0.948,-1.981,9.476
9.448,-0.625,-2.034,9.409
9.459,-1.023,-2.347,9.497
9.47,-1.093,-2.474,9.332
9.481,-0.421,-2.709,8.837
9.492,-1.113,-2.393,9.095
9.503,-0.687,-2.665,8.982
9.514,-1.445,-3.159,9.422
9.525,-1.452,-2.866,9.179
9.536,-1.486,-2.446,9.23
9.547,-1.744,-2.64,9.095
9.558,-1.844,-2.925,9.146
9.569,-2.089,-3.388,9.307
9.58,-1.286,-3.205,9.515
9.591,-2.176,-3.087,8.919
9.602,-2.089,-3.298,9.225
9.613,-2.274,-3.456,9.13
9.624,-2.626,-3.575,9.163
9.635,-2.253,-3.522,9.254
9.646,-2.28,-3.209,8.958
9.657,-2.172,-3.392,8.682
9.668,-2.194,-3.243,8.778
9.679,-2.009,-2.93,8.672
9.69,-2.761,-3.957,9.13
9.701,-2.919,-3.254,8.715
9.712,-4.169,-5.429,9.634
9.723,-3.68,-4.151,9.136
9.734,-3.233,-3.749,8.919
9.745,-3.077,-3.402,8.485
9.756,-2.851,-3.319,8.54
9.767,-3.589,-3.219,8.32
9.778,-3.622,-3.378,8.49
9.79,-3.721,-3.364,8.396
9.801,-3.496,-3.26,8.464
9.812,-3.506,-2.993,8.499
9.823,-3.413,-3.205,8.485
9.834,-3.351,-3.215,8.431
9.845,-3.819,-3.327,8.436
9.856,-3.79,-3.742,8.285
9.867,-4.132,-3.64,8.264
9.878,-3.86,-3.631,8.262
9.889,-3.744,-3.274,8.44
9.9,-3.83,-3.594,8.426
9.911,-4.381,-3.473,8.111
9.922,-3.974,-3.345,8.209
9.933,-4.212,-2.991,7.973
9.944,-3.771,-2.907,8.092
9.955,-3.501,-3.137,8.185
9.966,-3.92,-3.499,8.12
9.977,-4.011,-3.165,8.354
9.988,-4.637,-2.609,8.333
9.999,-3.524,-6.536,7.277
10.01,-4.714,0.051,7.012
10.021,-4.905,-4.146,8.095
10.032,-4.796,-3.233,7.195
10.043,-4.365,-1.942,6.472
10.054,-2.995,-3.448,6.96
10.065,-2.763,-3.545,7.03
10.076,-4.688,-4.602,7.793
10.087,-6.814,-5.301,8.805
10.098,-6.957,-4.177,7.598
10.109,-6.144,-5.04,7.528
10.12,-6.289,-4.827,7.304
10.131,-4.978,-4.763,6.427
10.142,-5.073,-5.306,6.555
10.153,-5.746,-5.241,6.855
10.164,-5.757,-5.41,6.713
10.176,-5.704,-5.545,6.573
10.187,-6.066,-6.014,6.692
10.198,-6.765,-4.457,5.889
10.209,-7.288,-4.149,5.855
10.22,-7.139,-3.7,5.477
10.231,-6.856,-4.082,5.579
10.242,-5.843,-4.331,5.612
10.253,-5.587,-4.828,5.117
10.264,-6.015,-4.684,5.61
10.275,-6.539,-3.884,5.141
10.286,-7.295,-2.449,4.991
10.297,-6.724,-2.928,4.627
10.308,-7.129,-3.237,4.862
10.319,-7.792,-2.739,4.411
10.33,-8.742,-3.031,4.704
10.341,-8.921,-4.304,4.71
10.352,-7.882,-5.392,5.225
10.363,-7.806,-4.123,4.731
10.374,-7.835,-4.093,4.827
10.385,-7.765,-5.454,5.216
10.396,-8.895,-4.334,4.713
10.407,-8.663,-2.948,4.671
10.418,-7.717,-2.743,4.487
10.429,-7.003,-3.158,4.818
10.44,-6.848,-2.954,4.604
10.451,-7.262,-2.33,4.875
10.462,-6.537,-3.887,5.097
10.473,-5.88,-4.624,5.475
10.484,-5.563,-4.909,5.203
10.495,-5.694,-4.266,5.595
10.506,-6.818,-3.997,5.52
10.517,-7.228,-3.695,5.496
10.528,-7.34,-4.144,5.882
10.539,-6.804,-4.392,6.0
10.55,-6.059,-6.012,6.649
10.562,-5.83,-5.598,6.677
10.573,-5.788,-5.414,6.749
10.584,-5.8,-5.254,6.857
10.595,-5.118,-5.248,6.469
10.606,-4.856,-4.772,6.495
10.617,-6.359,-4.727,7.28
10.628,-6.163,-5.09,7.518
10.639,-6.983,-4.123,7.623
10.65,-6.909,-5.255,8.746
10.661,-4.657,-4.583,7.786
10.672,-2.768,-3.51,7.096
10.683,-2.904,-3.494,6.908
10.694,-4.194,-1.899,6.449
10.705,-4.725,-3.294,7.189
10.716,-4.968,-4.196,8.124
10.727,-4.621,0.067,7.044
10.738,-3.507,-6.552,7.361
10.749,-4.668,-2.819,8.42
10.76,-3.993,-3.192,8.297
10.771,-3.774,-3.386,8.086
10.782,-3.605,-3.125,8.168
10.793,-3.681,-2.913,8.159
10.804,-4.263,-3.058,8.007
10.815,-4.006,-3.345,8.372
10.826,-4.381,-3.508,8.116
10.837,-3.882,-3.588,8.457
10.848,-3.742,-3.322,8.421
10.859,-3.907,-3.632,8.186
10.87,-4.149,-3.788,8.336
10.881,-3.638,-3.775,8.344
10.892,-3.85,-3.307,8.417
10.903,-3.233,-3.121,8.422
10.914,-3.451,-3.277,8.516
10.925,-3.507,-2.929,8.484
10.936,-3.541,-3.093,8.498
10.948,-3.716,-3.33,8.541
10.959,-3.692,-3.365,8.325
10.97,-3.488,-3.224,8.325
10.981,-2.903,-3.26,8.579
10.992,-3.147,-3.442,8.537
11.003,-3.231,-3.716,8.957
11.014,-3.636,-4.083,9.143
11.025,-4.132,-5.413,9.57
11.036,-2.916,-3.191,8.597
11.047,-2.686,-4.036,9.059
11.058,-1.986,-3.004,8.633
11.069,-2.186,-3.198,8.747
11.08,-2.072,-3.252,8.702
11.091,-2.26,-3.317,8.949
11.102,-2.12,-3.416,9.246
11.113,-2.541,-3.542,9.302
11.124,-2.268,-3.437,9.092
11.135,-2.127,-3.374,9.116
11.146,-2.162,-3.145,8.873
11.157,-1.288,-3.293,9.414
11.168,-2.074,-3.434,9.25
11.179,-1.799,-3.007,9.149
11.19,-1.652,-2.661,9.073
11.201,-1.481,-2.512,9.093
11.212,-1.297,-2.879,9.209
11.223,-1.377,-3.235,9.322
11.234,-0.703,-2.733,9.137
11.245,-1.087,-2.427,9.118
11.256,-0.435,-2.861,8.867
11.267,-0.991,-2.43,9.399
11.278,-1.036,-2.47,9.436
11.289,-0.614,-2.047,9.434
11.3,-1.01,-2.016,9.438
11.311,-0.778,-2.417,9.611
11.323,-0.666,-2.429,9.762
11.334,-0.508,-2.541,9.722
11.345,-0.374,-2.294,9.422
11.356,-0.321,-2.002,9.397
11.367,-0.199,-1.799,9.3
11.378,0.159,-0.882,9.268
11.389,0.075,-1.284,9.403
11.4,-0.16,-1.832,9.658
11.411,-0.36,-2.267,9.78
11.422,-0.532,-2.495,9.871
11.433,-0.578,-2.35,9.653
11.444,-0.155,-1.731,9.475
11.455,0.057,-0.841,9.217
11.466,0.348,-0.529,9.199
11.477,0.233,-1.036,9.334
11.488,-0.208,-1.009,9.607
11.499,-0.056,-1.171,9.642
11.51,-0.012,-1.178,9.668
11.521,0.112,-1.636,9.804
11.532,-0.064,-1.469,9.873
11.543,-0.518,-1.543,10.032
11.554,-0.029,-0.757,9.887
11.565,-0.132,-1.03,10.085
11.576,-0.206,-1.545,10.265
11.587,-0.175,-0.872,10.109
11.598,-0.617,-0.857,10.376
11.609,-0.035,-1.088,10.213
11.62,0.19,-0.21,9.944
11.631,1.125,-0.819,9.991
11.642,1.07,-0.97,9.871
11.653,1.787,-1.137,10.081
11.664,0.447,-0.631,9.994
11.675,0.334,-0.684,10.046
11.686,0.412,-0.66,10.041
11.697,0.472,-0.544,9.891
11.709,0.376,-0.396,10.01
11.72,0.547,-0.437,9.917
11.731,0.39,-0.393,9.8
11.742,0.504,-0.306,9.688
11.753,0.373,-0.4,9.739
11.764,0.385,-0.453,9.804
11.775,0.585,-0.526,9.748
11.786,0.363,-0.525,9.687
11.797,0.365,-0.501,9.745
11.808,0.438,-0.441,9.706
11.819,0.415,-0.493,9.749
11.83,0.417,-0.451,9.785
11.841,0.54,-0.636,9.771
11.852,0.389,-0.467,9.824
11.863,0.324,-0.563,9.806
11.874,0.319,-0.581,9.78
11.885,0.287,-0.757,9.79
11.896,0.337,-0.81,9.783
11.907,0.174,-0.732,9.833
11.918,0.438,-0.768,9.849
11.929,0.37,-0.479,9.889
11.94,0.32,-0.687,9.84
11.951,0.177,-0.686,9.954
11.962,0.166,-0.641,9.912
11.973,0.313,-0.66,9.851
11.984,0.303,-0.556,9.765
11.995,0.345,-0.677,9.749
12.006,0.46,-0.521,9.795
12.017,0.594,-0.549,9.753
12.028,0.368,-0.559,9.807
12.039,0.377,-0.766,9.862
12.05,0.298,-0.556,9.792
12.061,0.256,-0.593,9.824
12.072,0.472,-0.577,9.797
12.083,0.477,-0.569,9.876
12.095,0.288,-0.429,9.844
12.106,0.422,-0.325,9.905
12.117,0.439,-0.343,9.893
12.128,0.313,-0.476,9.777
12.139,0.267,-0.582,9.807
12.15,0.405,-0.744,9.791
12.161,0.459,-0.456,9.636
12.172,0.362,-0.553,9.805
12.183,0.475,-0.48,9.78
12.194,0.475,-0.339,9.716
12.205,0.578,-0.614,9.59
12.216,0.278,-0.506,9.649
12.227,0.314,-0.571,9.907
12.238,0.366,-0.661,9.71
12.249,0.186,-0.569,9.908
12.26,0.186,-0.242,9.805
12.271,0.159,0.127,9.816
12.282,0.575,-1.036,9.925
12.293,0.732,-0.79,9.837
12.304,0.417,-0.382,10.097
12.315,0.535,-0.875,10.112
12.326,0.942,-0.638,9.696
12.337,0.806,-0.712,9.916
12.348,0.516,-0.685,9.568
12.359,0.83,-0.364,9.575
12.37,0.364,-0.554,9.945
12.381,0.308,-0.531,10.034
12.392,0.042,-0.185,10.097
12.403,0.332,-0.564,9.916
12.414,0.289,-0.8,10.084
12.425,0.535,-0.785,9.893
12.436,0.067,0.431,9.939
12.447,-0.311,-1.593,10.473
12.458,3.051,2.364,7.568
12.469,0.328,-0.286,9.811
12.481,0.241,-0.148,9.739
12.492,0.393,-0.266,9.768
12.503,0.459,-0.634,9.875
12.514,0.584,-1.045,9.833
12.525,0.474,-0.792,9.789
12.536,0.511,-0.423,9.952
12.547,0.622,-0.505,9.867
12.558,0.576,-0.592,9.812
12.569,0.443,-0.666,9.752
12.58,0.262,-0.496,9.768
12.591,0.064,-1.01,9.901
12.602,0.196,-0.718,9.814
12.613,0.273,-0.597,9.725
12.624,0.634,-1.18,9.725
12.635,0.8,-0.65,9.584
12.646,0.588,-0.771,9.683
12.657,0.817,-0.594,9.651
12.668,0.584,-0.471,9.738
12.679,0.685,-0.68,9.772
12.69,0.501,-1.008,9.871
12.701,0.788,-0.783,9.872
12.712,0.978,-0.904,9.72
12.723,0.912,-0.932,9.952
12.734,1.162,-1.308,9.938
12.745,0.983,-1.171,9.847
12.756,0.379,-0.838,9.83
12.767,1.185,-1.402,9.851
12.778,0.248,-1.132,10.035
12.789,0.483,-1.703,10.128
12.8,0.103,-0.116,10.03
12.811,0.814,-0.786,9.686
12.822,1.072,-0.811,9.787
12.833,0.78,-0.868,9.653
12.844,0.917,-0.408,9.666
12.856,0.61,-0.575,9.588
12.867,0.142,-0.593,9.608
12.878,-0.341,-0.021,9.752
12.889,0.095,-0.056,9.797
12.9,0.256,-0.47,9.961
12.911,0.257,-0.211,9.912
12.922,0.299,-0.748,9.786
12.933,0.304,-0.876,9.747
12.944,0.13,-0.449,9.506
12.955,0.122,-0.502,9.627
12.966,0.049,-0.35,9.654
12.977,0.149,-0.643,9.661
12.988,0.645,-0.584,9.588
12.999,0.636,-0.578,9.555
13.01,0.954,-0.58,9.578
13.021,1.24,-0.963,9.687
13.032,1.235,-1.264,9.734
13.043,0.884,-1.82,9.849
13.054,0.951,-2.346,9.834
13.065,0.588,-2.359,9.831
13.076,1.063,-1.758,9.572
13.087,1.135,-1.611,9.561
13.098,1.154,-1.718,9.269
13.109,0.85,-1.769,9.5
13.12,1.241,-2.507,9.784
13.131,1.321,-2.573,9.718
13.142,1.221,-2.335,9.625
13.153,0.713,-2.978,9.669
13.164,0.809,-2.619,9.33
13.175,1.185,-1.877,9.5
13.186,1.363,-1.906,9.295
13.197,1.172,-2.113,8.904
13.208,0.548,-1.664,9.266
13.219,0.587,-1.677,9.373
13.23,0.543,-1.631,9.688
13.242,0.62,-1.702,9.814
13.253,0.116,-2.26,9.996
13.264,0.052,-2.085,9.876
13.275,-0.012,-3.419,9.771
13.286,-0.093,-1.829,9.426
13.297,-0.273,-2.171,9.886
13.308,-0.464,-2.363,9.953
13.319,-0.687,-2.57,10.026
13.33,-0.696,-2.399,9.912
13.341,-0.734,-1.781,9.927
13.352,-0.838,-2.281,9.834
13.363,-0.537,-2.599,9.955
13.374,-0.695,-2.209,10.035
13.385,-0.427,-1.106,9.905
13.396,-0.551,-3.49,9.377
13.407,-1.519,-2.649,9.156
13.418,-1.454,-2.398,9.257
13.429,-0.457,-2.809,9.538
13.44,-0.291,-2.66,9.66
13.451,0.129,-2.805,9.645
13.462,0.476,-2.05,9.385
13.473,-0.243,-2.585,9.304
13.484,-0.953,-3.581,8.973
13.495,-0.265,-3.141,9.33
13.506,-0.142,-3.426,9.477
13.517,-0.044,-3.869,9.632
13.528,-0.009,-3.581,9.386
13.539,-0.425,-3.588,8.996
13.55,-0.78,-3.63,8.846
13.561,-0.746,-3.292,8.504
13.572,-0.683,-3.084,8.698
13.583,-0.239,-3.327,9.14
13.594,0.048,-3.46,9.313
13.605,0.123,-3.782,9.68
13.616,-0.087,-3.608,9.518
13.628,-0.406,-3.346,8.635
13.639,-0.383,-3.227,8.294
13.65,-0.668,-3.504,8.279
13.661,-0.671,-4.178,8.326
13.672,-0.296,-4.704,8.211
13.683,0.003,-4.925,8.124
13.694,-0.115,-5.331,7.459
13.705,-0.414,-5.76,7.547
13.716,-0.547,-6.559,7.707
13.727,-0.431,-6.641,7.441
13.738,-0.092,-6.721,7.201
13.749,-0.059,-6.892,7.194
13.76,0.49,-6.642,7.573
13.771,0.222,-6.178,7.609
13.782,-0.104,-7.923,7.088
13.793,0.251,-7.913,6.879
13.804,0.139,-7.716,6.445
13.815,-0.245,-7.524,6.202
13.826,0.336,-7.183,6.249
13.837,0.556,-6.676,6.684
13.848,0.044,-5.732,5.872
13.859,-0.05,-8.056,6.513
13.87,0.429,-7.378,6.204
13.881,0.011,-8.282,6.148
13.892,0.184,-8.272,6.114
13.903,0.339,-7.837,6.131
13.914,0.639,-7.591,6.068
13.925,0.516,-7.864,6.266
13.936,0.771,-8.549,6.535
13.947,0.857,-8.73,6.724
13.958,0.146,-7.462,6.787
13.969,0.128,-7.437,6.408
13.98,-0.157,-7.675,6.503
13.991,-0.337,-7.493,6.483
14.003,-0.41,-7.168,6.497
14.014,-0.341,-6.822,6.332
14.025,-0.742,-6.698,6.41
14.036,-1.035,-6.303,6.72
14.047,-1.285,-6.818,6.681
14.058,-1.305,-7.326,6.531
14.069,-1.356,-7.8,6.3
14.08,-1.514,-7.979,6.3
14.091,-1.619,-7.669,6.016
14.102,-1.673,-7.729,5.882
14.113,-1.685,-7.796,5.885
14.124,-1.22,-7.582,6.134
14.135,-0.958,-7.868,6.049
14.146,-0.904,-7.951,6.348
14.157,-1.074,-8.009,6.657
14.168,-1.214,-7.681,6.594
14.179,-1.41,-7.303,6.398
14.19,-1.422,-7.163,6.276
14.201,-1.097,-7.238,6.41
14.212,-0.536,-7.205,6.772
14.223,-0.265,-7.108,6.839
14.234,-0.133,-7.104,6.918
14.245,-0.021,-6.749,6.946
14.256,0.032,-5.916,7.072
14.267,-0.11,-5.571,7.092
14.278,-0.218,-5.643,7.098
14.289,-0.421,-6.285,6.862
14.3,-0.329,-6.481,6.749
14.311,-0.163,-6.48,6.823
14.322,-0.078,-6.408,7.093
14.333,0.027,-5.83,7.211
14.344,-0.006,-5.267,7.583
14.355,0.068,-4.781,7.809
14.366,0.089,-4.971,8.041
14.377,0.084,-5.064,8.349
14.389,0.29,-4.754,8.604
14.4,0.342,-4.112,8.969
14.411,0.334,-3.963,9.22
14.422,0.478,-4.155,9.506
14.433,0.631,-3.952,9.659
14.444,0.62,-3.636,9.824
14.455,0.636,-3.285,10.075
14.466,0.343,-3.642,10.255
14.477,0.349,-4.387,10.383
14.488,0.791,-4.589,10.63
14.499,0.899,-3.966,10.564
14.51,0.903,-3.661,10.771
14.521,1.015,-3.595,10.787
14.532,1.066,-4.001,10.744
14.543,0.927,-4.406,10.652
14.554,1.244,-4.493,10.421
14.565,1.132,-3.86,10.174
14.576,0.427,-4.173,9.869
14.587,0.162,-5.036,9.5
14.598,0.567,-5.233,9.289
14.609,0.647,-4.681,9.179
14.62,0.675,-4.085,9.101
14.631,0.733,-3.857,8.996
14.642,0.48,-3.836,8.987
14.653,0.498,-4.232,8.876
14.664,1.023,-3.766,8.765
14.675,0.353,-3.274,8.331
14.686,-0.338,-3.785,8.227
14.697,-0.155,-3.799,7.939
14.708,0.938,-3.902,7.895
14.719,1.439,-4.898,7.466
14.73,-0.158,-5.254,7.51
14.741,-0.171,-5.098,7.822
14.752,0.483,-4.495,7.966
14.763,1.001,-5.295,7.752
14.775,0.184,-5.655,7.642
14.786,-0.243,-5.337,8.036
14.797,0.095,-5.21,7.702
14.808,-0.065,-5.415,7.588
14.819,-0.207,-5.74,7.404
14.83,0.319,-6.334,7.432
14.841,0.23,-6.54,7.377
14.852,0.476,-7.154,7.67
14.863,0.385,-7.332,7.528
14.874,0.102,-7.608,7.327
14.885,0.102,-7.602,7.216
14.896,0.01,-7.394,6.977
14.907,0.118,-6.658,6.738
14.918,-0.056,-7.397,6.208
14.929,-0.103,-7.671,6.005
14.94,0.092,-7.874,5.793
14.951,0.121,-7.737,5.669
14.962,0.05,-7.749,5.357
14.973,0.058,-8.165,5.124
14.984,-0.111,-8.406,4.744
14.995,-0.137,-8.426,4.633
15.006,-0.01,-7.902,4.773
15.017,-0.186,-7.586,4.803
15.028,-0.355,-7.594,4.93
15.039,-0.383,-7.949,5.134
15.05,0.113,-7.632,5.058
15.061,0.169,-7.558,5.244
15.072,0.166,-8.009,5.431
15.083,-0.213,-8.481,5.184
15.094,-0.941,-7.485,5.45
15.105,-1.204,-7.088,5.481
15.116,-0.811,-6.682,5.711
15.127,0.071,-6.985,6.028
15.138,0.075,-7.198,6.005
15.149,-0.135,-7.068,5.905
15.161,0.153,-6.636,6.558
15.172,0.086,-5.248,7.263
15.183,0.084,-5.102,7.558
15.194,0.437,-5.195,8.343
15.205,1.08,-4.047,8.651
15.216,1.416,-3.634,9.174
15.227,1.228,-3.554,9.611
15.238,1.217,-4.009,10.087
15.249,0.966,-4.691,10.14
15.26,0.863,-5.06,10.081
15.271,1.133,-5.131,10.16
15.282,1.58,-4.97,10.166
15.293,1.77,-5.036,10.538
15.304,1.754,-5.538,10.62
15.315,1.256,-6.359,10.628
15.326,1.087,-6.901,10.507
15.337,0.947,-6.794,10.222
15.348,0.4,-6.128,9.448
15.359,0.129,-7.4,8.784
15.37,0.202,-6.823,8.734
15.381,0.237,-6.181,8.55
15.392,-0.212,-6.36,8.372
15.403,-0.368,-7.201,8.17
15.414,-0.351,-7.909,8.123
15.425,-0.321,-8.188,8.457
15.436,-0.246,-7.685,8.779
15.447,-0.026,-6.364,8.731
15.458,-0.028,-6.208,8.701
15.469,0.241,-6.039,8.48
15.48,-0.017,-5.971,8.369
15.491,-0.12,-6.503,7.83
15.502,-0.491,-7.29,7.351
15.513,-0.765,-7.402,7.171
15.524,-1.031,-7.304,6.512
15.536,-0.788,-6.852,6.195
15.547,-0.448,-6.363,6.622
15.558,-0.081,-5.89,7.005
15.569,-0.009,-5.919,7.523
15.58,0.12,-5.576,7.894
15.591,-0.033,-5.376,7.989
15.602,0.056,-5.704,7.597
15.613,-0.955,-6.713,7.032
15.624,-0.724,-6.444,6.704
15.635,-0.907,-6.265,6.497
15.646,-1.377,-6.13,6.272
15.657,-1.035,-6.778,6.342
15.668,0.024,-7.258,6.339
15.679,-0.326,-6.869,6.074
15.69,-0.327,-7.476,6.296
15.701,-1.15,-5.999,6.072
15.712,-0.916,-7.221,5.655
15.723,-0.823,-7.253,5.665
15.734,-0.928,-7.399,5.572
15.745,-0.936,-7.504,5.331
15.756,-0.888,-7.997,5.182
15.767,-0.899,-7.92,4.999
15.778,-0.751,-8.52,5.141
15.789,-0.587,-8.818,5.343
15.8,-0.442,-8.634,5.206
15.811,-0.475,-8.482,5.141
15.822,-0.651,-8.469,5.109
15.833,-0.584,-8.473,5.114
15.844,-0.503,-8.374,5.4
15.855,-0.564,-7.699,5.459
15.866,-0.505,-7.517,5.332
15.877,-0.971,-8.012,5.598
15.888,-0.936,-7.874,5.317
15.899,-0.389,-7.27,5.429
15.91,-0.148,-6.368,5.681
15.922,-0.504,-6.54,5.891
15.933,-0.662,-7.08,5.608
15.944,-0.635,-7.349,5.792
15.955,-0.726,-6.728,5.768
15.966,-1.505,-7.081,5.851
15.977,-0.878,-7.275,5.901
15.988,0.186,-6.189,6.194
15.999,0.056,-5.71,6.971
16.01,-0.324,-5.775,7.292
16.021,-0.651,-6.0,7.003
16.032,-0.636,-6.134,6.629
16.043,-0.875,-6.013,6.676
16.054,-0.682,-6.013,7.41
16.065,-0.895,-6.175,7.417
16.076,-0.776,-6.174,7.541
16.087,-0.089,-5.795,7.677
16.098,-0.334,-5.914,7.908
16.109,-0.351,-6.359,8.152
16.12,-0.461,-6.867,8.374
16.131,-0.195,-7.76,8.796
16.142,-0.12,-7.92,8.848
16.153,-0.187,-7.808,8.944
16.164,-0.336,-7.912,8.649
16.175,-0.278,-8.677,8.743
16.186,-0.146,-8.917,9.008
16.197,-0.176,-8.504,8.777
16.208,-0.264,-8.009,8.567
16.219,-0.468,-7.499,8.474
16.23,-0.114,-7.388,8.557
16.241,-0.147,-7.514,8.471
16.252,-0.605,-7.401,8.309
16.263,-0.967,-7.031,7.909
16.274,-1.104,-6.813,7.552
16.285,-1.172,-6.98,7.463
16.296,-1.106,-7.411,7.452
16.308,-0.573,-7.397,7.764
16.319,-0.31,-6.696,7.982
16.33,-0.309,-6.328,8.157
16.341,-0.811,-6.638,7.745
16.352,-1.16,-6.678,7.643
16.363,-1.114,-6.172,6.998
16.374,-1.299,-6.288,6.536
16.385,-1.557,-6.975,6.3
16.396,-1.368,-7.366,6.284
16.407,-1.168,-7.272,6.225
16.418,-0.878,-7.654,6.324
16.429,-0.626,-7.395,6.481
16.44,-0.161,-7.162,6.874
16.451,-0.04,-6.892,7.278
16.462,-0.144,-7.025,7.373
16.473,-1.35,-7.513,6.459
16.484,-1.168,-7.693,6.079
16.495,-0.479,-7.097,5.831
16.506,-0.248,-6.698,5.837
16.517,-0.948,-6.528,5.895
16.528,-1.016,-6.966,5.881
16.539,-1.369,-7.151,6.168
16.55,-0.345,-7.213,5.966
16.561,-1.228,-7.493,6.128
16.572,-0.601,-7.648,6.189
16.583,-1.013,-7.437,5.691
16.594,-0.528,-7.007,5.412
16.605,-0.398,-7.26,5.471
16.616,-0.684,-7.515,5.321
16.627,-0.561,-8.423,5.658
16.638,-0.455,-8.491,5.791
16.649,-0.207,-7.557,5.772
16.66,-0.6,-7.613,5.671
16.671,-0.366,-7.82,5.857
16.682,-0.333,-7.803,5.921
16.694,-0.156,-7.558,6.047
16.705,-0.038,-6.849,6.401
16.716,-0.451,-6.573,6.608
16.727,-0.039,-6.28,6.701
16.738,0.047,-5.482,6.686
16.749,-0.316,-5.136,7.041
16.76,-0.295,-5.649,6.907
16.771,-0.395,-5.882,6.575
16.782,-0.163,-6.413,6.701
16.793,-0.688,-6.566,6.804
16.804,-0.113,-6.555,6.203
16.815,-0.801,-6.097,6.74
16.826,-1.157,-6.667,6.901
16.837,-1.079,-6.735,6.71
16.848,-0.393,-6.776,6.81
16.859,-0.471,-6.589,7.796
16.87,-0.764,-7.234,7.435
16.881,-0.44,-7.706,7.309
16.892,-0.225,-6.892,7.936
16.903,-0.055,-6.748,7.883
16.914,-0.153,-6.571,8.048
16.925,-0.136,-6.807,8.159
16.936,-0.262,-7.319,8.073
16.947,-0.533,-7.528,7.536
16.958,-0.609,-7.141,7.334
16.969,-0.487,-6.34,7.085
16.98,-0.893,-5.674,7.109
16.991,-0.746,-7.3,6.871
17.002,-2.514,-7.947,6.621
17.013,0.628,-8.25,7.283
17.024,4.894,-6.627,7.944
17.035,-0.738,-6.95,7.602
17.046,-0.995,-7.474,7.548
17.057,-1.477,-7.386,7.239
17.069,-1.348,-6.18,7.132
17.08,-1.801,-5.034,7.601
17.091,-2.071,-5.094,8.02
17.102,-1.581,-5.06,8.07
17.113,-0.169,-7.44,7.676
17.124,1.517,-8.499,8.747
17.135,-0.438,-6.751,7.468
17.146,-2.617,-5.254,7.246
17.157,-2.276,-2.351,7.962
17.168,-6.554,-4.145,10.319
17.179,-2.899,-5.713,8.5
17.19,-1.557,-4.984,7.625
17.201,-1.475,-5.348,8.098
17.212,-1.085,-5.858,7.744
17.223,-0.829,-6.459,7.731
17.234,-1.041,-6.743,8.282
17.245,-1.373,-6.811,8.081
17.256,-1.9,-6.889,8.415
17.267,-2.382,-6.163,8.366
17.278,-1.865,-6.39,8.278
17.289,-2.26,-6.706,8.146
17.3,-2.697,-7.254,8.935
17.311,-2.32,-6.05,8.611
17.322,-2.291,-5.045,8.086
17.333,-0.417,-5.847,7.467
17.344,0.089,-5.872,7.274
17.355,0.464,-5.998,7.165
17.366,0.579,-4.841,6.864
17.377,-0.458,-4.166,7.057
17.388,-1.495,-4.413,7.145
17.399,-2.172,-4.889,7.557
17.41,-0.721,-10.218,7.996
17.421,-3.53,-4.833,7.673
17.432,-4.811,-5.053,8.513
17.443,-7.031,-3.628,10.011
17.455,0.511,-1.79,4.981
17.466,-10.484,-6.816,10.926
17.477,-2.407,-4.953,7.169
17.488,-2.465,-4.584,7.145
17.499,-5.105,-6.425,7.268
17.51,-2.694,-5.162,7.244
17.521,-3.478,-5.343,8.011
17.532,-4.043,-6.075,7.797
17.543,-4.51,-5.789,7.718
17.554,-4.223,-4.772,7.704
17.565,-6.656,-6.039,9.05
17.576,-3.167,-6.035,6.715
17.587,-4.119,-5.783,6.483
17.598,-5.21,-6.787,6.98
17.609,-4.974,-5.85,7.139
17.62,-4.569,-4.955,6.507
17.631,-4.751,-5.633,7.323
17.642,-4.357,-5.312,7.212
17.653,-3.739,-5.437,7.067
17.664,-3.143,-5.21,7.024
17.675,-3.446,-4.924,7.24
17.686,-2.996,-5.414,7.616
17.697,-2.12,-5.084,7.279
17.708,-1.674,-4.829,7.24
17.719,0.109,-5.528,7.733
17.73,-0.526,-5.059,7.962
17.741,-0.29,-4.532,8.002
